Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
PRESTIGE HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,NA,"2,300",30 to 40,300 to 400,Apr-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,150",40 to 50,400 to 500,Apr-26
SHAW PLAZA - TWIN HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,3,"5,200",130 to 140,"1,400 to 1,500",Apr-26
ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,12,Non-Landed Properties,2,"2,500",80 to 90,"900 to 1,000",Apr-26
BALESTIER POINT,BALESTIER ROAD,12,Non-Landed Properties,3,"3,200",100 to 110,"1,100 to 1,200",Apr-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,4,"8,500",190 to 200,"2,000 to 2,100",Mar-26
D'LOTUS,LORONG AMPAS,12,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Mar-26
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,2,"3,450",60 to 70,600 to 700,Mar-26
GLOBAL VILLE,JALAN RAJA UDANG,12,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Mar-26
BLISS LOFT,KIM KEAT CLOSE,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,1,"2,850",30 to 40,400 to 500,Mar-26
THE TIER,PEGU ROAD,12,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Mar-26
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,1,"2,500",30 to 40,300 to 400,Mar-26
SUMMER GREEN,BOON TECK ROAD,12,Non-Landed Properties,3,"4,500",120 to 130,"1,200 to 1,300",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"3,150",40 to 50,400 to 500,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Mar-26
REGAL COURT,KIM KEAT ROAD,12,Non-Landed Properties,2,"3,100",80 to 90,"900 to 1,000",Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
THE MARQUE @ IRRAWADDY,SHAN ROAD,12,Non-Landed Properties,3,"5,000",90 to 100,"1,000 to 1,100",Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Mar-26
PRESTIGE HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,NA,"2,500",30 to 40,300 to 400,Mar-26
OPAL SUITES,OPAL CRESCENT,12,Non-Landed Properties,1,"2,400",30 to 40,400 to 500,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"5,000",90 to 100,"900 to 1,000",Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"2,900",40 to 50,500 to 600,Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,200",40 to 50,500 to 600,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
JUI RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Mar-26
SUNVILLE,ST. MICHAEL'S ROAD,12,Non-Landed Properties,2,"3,550",80 to 90,"900 to 1,000",Mar-26
BALESTIER POINT,BALESTIER ROAD,12,Non-Landed Properties,2,"3,400",100 to 110,"1,100 to 1,200",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"5,500",130 to 140,"1,400 to 1,500",Mar-26
JUI RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,2,"3,800",60 to 70,700 to 800,Mar-26
NEW COURT,JALAN DUSUN,12,Non-Landed Properties,3,"4,700",100 to 110,"1,100 to 1,200",Mar-26
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,2,"4,000",50 to 60,600 to 700,Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Mar-26
NOVA 88,BHAMO ROAD,12,Non-Landed Properties,1,"3,000",60 to 70,700 to 800,Mar-26
THE ABERDEEN,JALAN TAMAN,12,Non-Landed Properties,3,"5,000",120 to 130,"1,300 to 1,400",Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,2,"3,800",50 to 60,600 to 700,Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"5,718",130 to 140,"1,400 to 1,500",Mar-26
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,1,"3,100",30 to 40,300 to 400,Mar-26
OPAL SUITES,OPAL CRESCENT,12,Non-Landed Properties,1,"2,400",30 to 40,300 to 400,Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,800",70 to 80,700 to 800,Mar-26
THE MEZZO,BALESTIER ROAD,12,Non-Landed Properties,2,"4,000",70 to 80,700 to 800,Mar-26
D'MIRA,BOON TECK ROAD,12,Non-Landed Properties,2,"4,000",90 to 100,"900 to 1,000",Mar-26
IRESIDENCES,IRRAWADDY ROAD,12,Non-Landed Properties,3,"5,100",120 to 130,"1,300 to 1,400",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,4,"7,500",120 to 130,"1,300 to 1,400",Mar-26
BEACON HEIGHTS,MAR THOMA ROAD,12,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Mar-26
THE CALLISTA,MAR THOMA ROAD,12,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Mar-26
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Mar-26
THE MEZZO,BALESTIER ROAD,12,Non-Landed Properties,2,"3,700",70 to 80,700 to 800,Mar-26
RITZ MANSIONS,BALESTIER ROAD,12,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,700",50 to 60,500 to 600,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Mar-26
NON-LANDED HOUSING DEVELOPMENT,KIM KEAT CLOSE,12,Non-Landed Properties,3,"4,600",90 to 100,"1,000 to 1,100",Mar-26
RIVIERA 38,MAR THOMA ROAD,12,Non-Landed Properties,3,"4,350",100 to 110,"1,100 to 1,200",Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,NA,"2,650",30 to 40,300 to 400,Mar-26
JUI RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Mar-26
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"3,000",30 to 40,400 to 500,Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,1,"2,550",40 to 50,400 to 500,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"4,050",60 to 70,600 to 700,Mar-26
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,1,"3,200",50 to 60,600 to 700,Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,400",100 to 110,"1,000 to 1,100",Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,000",80 to 90,"900 to 1,000",Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Mar-26
BLISS LOFT,KIM KEAT CLOSE,12,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Mar-26
DE ROYALE,JALAN RAMA RAMA,12,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Mar-26
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,3,"5,500",110 to 120,"1,100 to 1,200",Mar-26
THE MORNINGTON,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Mar-26
THE ABERDEEN,JALAN TAMAN,12,Non-Landed Properties,2,"3,950",100 to 110,"1,100 to 1,200",Mar-26
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,3,"5,250",100 to 110,"1,100 to 1,200",Mar-26
THE VIRIDIAN,JALAN AMPAS,12,Non-Landed Properties,1,"3,050",40 to 50,500 to 600,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Mar-26
DOMUS,IRRAWADDY ROAD,12,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Mar-26
THE ARTE,JALAN RAJA UDANG,12,Non-Landed Properties,3,"5,500",140 to 150,"1,500 to 1,600",Mar-26
ST MICHAEL'S PLACE,JALAN TAMAN,12,Non-Landed Properties,3,"5,600",110 to 120,"1,200 to 1,300",Mar-26
VIIO @ BALESTIER,BALESTIER ROAD,12,Non-Landed Properties,2,"3,400",40 to 50,400 to 500,Mar-26
BEACON HEIGHTS,MAR THOMA ROAD,12,Non-Landed Properties,2,"3,600",80 to 90,800 to 900,Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Mar-26
NON-LANDED HOUSING DEVELOPMENT,BALESTIER ROAD,12,Non-Landed Properties,NA,"6,200",120 to 130,"1,300 to 1,400",Mar-26
AMPAS APARTMENTS,JALAN AMPAS,12,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,3,"6,500",110 to 120,"1,200 to 1,300",Mar-26
VIIO @ BALESTIER,BALESTIER ROAD,12,Non-Landed Properties,2,"3,400",50 to 60,500 to 600,Mar-26
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Mar-26
THE MEZZO,BALESTIER ROAD,12,Non-Landed Properties,2,"3,750",70 to 80,800 to 900,Mar-26
RAJAH TOWERS,JALAN RAJAH,12,Non-Landed Properties,3,"5,200",200 to 210,"2,200 to 2,300",Mar-26
BIRCHWOOD MANSIONS,JALAN AMPAS,12,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Mar-26
VA RESIDENCES,BOON TECK ROAD,12,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Mar-26
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Mar-26
ST MICHAEL'S CONDOMINIUM,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"4,700",130 to 140,"1,400 to 1,500",Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,200",40 to 50,500 to 600,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"6,300",140 to 150,"1,500 to 1,600",Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,500",80 to 90,"900 to 1,000",Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,1,"3,550",60 to 70,600 to 700,Mar-26
D'MIRA,BOON TECK ROAD,12,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Mar-26
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,2,"3,700",80 to 90,800 to 900,Mar-26
THE MARQUE @ IRRAWADDY,SHAN ROAD,12,Non-Landed Properties,3,"5,100",90 to 100,"1,000 to 1,100",Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,2,"4,400",80 to 90,"900 to 1,000",Mar-26
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,2,"3,700",80 to 90,800 to 900,Mar-26
M66,MOONSTONE LANE,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Mar-26
CRADELS,LORONG LIMAU,12,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"3,135",40 to 50,400 to 500,Mar-26
NON-LANDED HOUSING DEVELOPMENT,BALESTIER ROAD,12,Non-Landed Properties,NA,"3,665",100 to 110,"1,100 to 1,200",Mar-26
SHAW PLAZA - TWIN HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,3,"6,000",130 to 140,"1,400 to 1,500",Mar-26
ASCENT @ 456,BALESTIER ROAD,12,Non-Landed Properties,3,"3,500",60 to 70,600 to 700,Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,3,"5,100",80 to 90,"900 to 1,000",Mar-26
THE TIER,PEGU ROAD,12,Non-Landed Properties,1,"3,550",50 to 60,500 to 600,Mar-26
THE VIRIDIAN,JALAN AMPAS,12,Non-Landed Properties,1,"3,600",80 to 90,800 to 900,Mar-26
THE BELLEFORTE,AH HOOD ROAD,12,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",Mar-26
DE ROYALE,JALAN RAMA RAMA,12,Non-Landed Properties,2,"4,500",90 to 100,"1,000 to 1,100",Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,1,"3,150",40 to 50,400 to 500,Mar-26
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,1,"3,400",50 to 60,600 to 700,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,Mar-26
JUI RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
AVA TOWERS,AVA ROAD,12,Non-Landed Properties,3,"4,100",110 to 120,"1,200 to 1,300",Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Mar-26
THE VIRIDIAN,JALAN AMPAS,12,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Mar-26
CITY REGENCY,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"4,300",90 to 100,"900 to 1,000",Mar-26
RIO GARDENS,JALAN TAMAN,12,Non-Landed Properties,2,"3,288",80 to 90,"900 to 1,000",Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,400",80 to 90,"900 to 1,000",Mar-26
THE RIVERINE BY THE PARK,KALLANG ROAD,12,Non-Landed Properties,2,"4,900",90 to 100,"900 to 1,000",Mar-26
THE ARTE,JALAN RAJA UDANG,12,Non-Landed Properties,4,"7,000",170 to 180,"1,800 to 1,900",Mar-26
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,2,"3,700",50 to 60,600 to 700,Mar-26
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"2,850",30 to 40,400 to 500,Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,3,"8,400",170 to 180,"1,900 to 2,000",Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",Mar-26
MOONSTONE VIEW,MOONSTONE LANE,12,Non-Landed Properties,3,"4,000",110 to 120,"1,100 to 1,200",Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"2,950",40 to 50,400 to 500,Mar-26
THE MEZZO,BALESTIER ROAD,12,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Mar-26
AIRSTREAM,ST. MICHAEL'S ROAD,12,Non-Landed Properties,2,"3,300",50 to 60,600 to 700,Mar-26
CRADELS,LORONG LIMAU,12,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Mar-26
PRESTIGE HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,Mar-26
RIVIERA 38,MAR THOMA ROAD,12,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Mar-26
THE TIER,PEGU ROAD,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,NA,"2,600",30 to 40,300 to 400,Mar-26
CITY SUITES,BALESTIER ROAD,12,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,500",40 to 50,400 to 500,Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,3,"5,500",80 to 90,"900 to 1,000",Mar-26
DE PARADISO,MARTABAN ROAD,12,Non-Landed Properties,2,"4,600",110 to 120,"1,200 to 1,300",Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Mar-26
RIVIERA 38,MAR THOMA ROAD,12,Non-Landed Properties,3,"4,600",100 to 110,"1,100 to 1,200",Mar-26
NON-LANDED HOUSING DEVELOPMENT,BALESTIER ROAD,12,Non-Landed Properties,NA,"5,500",70 to 80,700 to 800,Mar-26
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,4,"6,200",120 to 130,"1,300 to 1,400",Mar-26
AVA TOWERS,AVA ROAD,12,Non-Landed Properties,3,"3,600",110 to 120,"1,200 to 1,300",Mar-26
MAR THOMA MANSIONS,MAR THOMA ROAD,12,Non-Landed Properties,NA,"5,300",140 to 150,"1,500 to 1,600",Mar-26
VERTICUS,JALAN KEMAMAN,12,Non-Landed Properties,2,"3,800",50 to 60,600 to 700,Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Mar-26
BALESTIER 288,BALESTIER ROAD,12,Non-Landed Properties,1,"3,200",50 to 60,600 to 700,Mar-26
ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"5,050",110 to 120,"1,100 to 1,200",Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,2,"3,250",60 to 70,700 to 800,Mar-26
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"3,100",30 to 40,400 to 500,Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,2,"3,250",60 to 70,600 to 700,Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,400",40 to 50,500 to 600,Mar-26
DE ROYALE,JALAN RAMA RAMA,12,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Mar-26
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,4,"5,600",130 to 140,"1,400 to 1,500",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
THE TIER,PEGU ROAD,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Mar-26
NON-LANDED HOUSING DEVELOPMENT,BALESTIER ROAD,12,Non-Landed Properties,NA,"12,850",320 to 330,"3,500 to 3,600",Mar-26
ONE DUSUN RESIDENCES,JALAN DUSUN,12,Non-Landed Properties,2,"3,000",40 to 50,500 to 600,Mar-26
BEACON HEIGHTS,MAR THOMA ROAD,12,Non-Landed Properties,1,"3,000",60 to 70,600 to 700,Mar-26
SUNVILLE,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"4,450",100 to 110,"1,100 to 1,200",Mar-26
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,1,"2,400",30 to 40,300 to 400,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"6,300",80 to 90,"900 to 1,000",Mar-26
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,Mar-26
NON-LANDED HOUSING DEVELOPMENT,ST. GEORGE'S ROAD,12,Non-Landed Properties,NA,"4,200",90 to 100,"900 to 1,000",Mar-26
RIVERBAY,MAR THOMA ROAD,12,Non-Landed Properties,1,"2,400",30 to 40,300 to 400,Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,4,"6,300",150 to 160,"1,600 to 1,700",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
DOMUS,IRRAWADDY ROAD,12,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Mar-26
THE VIRIDIAN,JALAN AMPAS,12,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,050",40 to 50,400 to 500,Mar-26
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Mar-26
CRADELS,LORONG LIMAU,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
THE CITRINE,JALAN DATOH,12,Non-Landed Properties,3,"4,800",110 to 120,"1,200 to 1,300",Mar-26
MOONSTONE VIEW,MOONSTONE LANE,12,Non-Landed Properties,2,"3,800",70 to 80,800 to 900,Mar-26
VIIO @ BALESTIER,BALESTIER ROAD,12,Non-Landed Properties,2,"3,100",40 to 50,400 to 500,Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"4,900",100 to 110,"1,100 to 1,200",Mar-26
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,2,"3,350",50 to 60,600 to 700,Mar-26
LEONG HIN BUILDING,BALESTIER ROAD,12,Non-Landed Properties,NA,"3,200",110 to 120,"1,200 to 1,300",Mar-26
BLISS LOFT,KIM KEAT CLOSE,12,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,2,"3,200",70 to 80,700 to 800,Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Mar-26
DOMUS,IRRAWADDY ROAD,12,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"5,200",80 to 90,"900 to 1,000",Mar-26
SUNVILLE,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Mar-26
RITZ MANSIONS,BALESTIER ROAD,12,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Mar-26
ST FRANCIS LODGE,ST. FRANCIS ROAD,12,Non-Landed Properties,2,"4,200",110 to 120,"1,200 to 1,300",Mar-26
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Mar-26
THE VIRIDIAN,JALAN AMPAS,12,Non-Landed Properties,1,"3,050",40 to 50,500 to 600,Mar-26
CRADELS,LORONG LIMAU,12,Non-Landed Properties,1,"3,400",50 to 60,500 to 600,Mar-26
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Mar-26
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"2,700",50 to 60,600 to 700,Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,3,"5,400",100 to 110,"1,100 to 1,200",Mar-26
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,3,"5,300",110 to 120,"1,100 to 1,200",Mar-26
THE MEZZO,BALESTIER ROAD,12,Non-Landed Properties,2,"3,800",70 to 80,800 to 900,Mar-26
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Mar-26
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Mar-26
ST MICHAEL'S PLACE,JALAN TAMAN,12,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Mar-26
PINNACLE 16,SHAN ROAD,12,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,2,"5,200",80 to 90,"900 to 1,000",Mar-26
AVA TOWERS,AVA ROAD,12,Non-Landed Properties,3,"5,100",110 to 120,"1,200 to 1,300",Mar-26
THE RIVERINE BY THE PARK,KALLANG ROAD,12,Non-Landed Properties,3,"6,600",120 to 130,"1,300 to 1,400",Mar-26
THE ARTE,JALAN RAJA UDANG,12,Non-Landed Properties,3,"5,800",130 to 140,"1,300 to 1,400",Mar-26
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",Mar-26
