Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,400",70 to 80,800 to 900,Jul-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,600",50 to 60,500 to 600,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,000",80 to 90,800 to 900,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",60 to 70,700 to 800,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,600",50 to 60,500 to 600,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"5,100",80 to 90,800 to 900,Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Jul-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,800",70 to 80,700 to 800,Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,900",50 to 60,600 to 700,Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,750",50 to 60,600 to 700,Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,800",50 to 60,600 to 700,Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",50 to 60,600 to 700,Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,3,"4,300",90 to 100,"1,000 to 1,100",Jul-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jul-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,4,"4,900",180 to 190,"1,900 to 2,000",Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,100",60 to 70,700 to 800,Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,150",60 to 70,700 to 800,Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"3,900",100 to 110,"1,100 to 1,200",Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,1,"2,500",40 to 50,500 to 600,Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,450",70 to 80,800 to 900,Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Jul-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",70 to 80,700 to 800,Jul-24
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,600",120 to 130,"1,300 to 1,400",Jul-24
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,900",120 to 130,"1,300 to 1,400",Jul-24
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,2,"2,900",120 to 130,"1,300 to 1,400",Jul-24
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,500",160 to 170,"1,800 to 1,900",Jul-24
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,100",160 to 170,"1,800 to 1,900",Jul-24
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,500",160 to 170,"1,800 to 1,900",Jul-24
NON-LANDED HOUSING DEVELOPMENT,JALAN KAYU,28,Non-Landed Properties,NA,"3,600",70 to 80,800 to 900,Jul-24
MIMOSA PARK,MIMOSA ROAD,28,Non-Landed Properties,4,"4,000",170 to 180,"1,800 to 1,900",Jun-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,3,"5,500",120 to 130,"1,300 to 1,400",Jun-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,700",50 to 60,600 to 700,Jun-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,1,"2,800",50 to 60,600 to 700,Jun-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Jun-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,3,"4,300",90 to 100,"1,000 to 1,100",Jun-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,000",90 to 100,"900 to 1,000",Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"2,700",90 to 100,"1,000 to 1,100",Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,400",40 to 50,400 to 500,Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Jun-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"4,400",90 to 100,"1,000 to 1,100",Jun-24
SUNRISE GARDENS,SUNRISE AVENUE,28,Non-Landed Properties,4,"4,200",180 to 190,"2,000 to 2,100",Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,400",50 to 60,500 to 600,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,400",80 to 90,800 to 900,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,800",90 to 100,"900 to 1,000",Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,950",50 to 60,500 to 600,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,700",80 to 90,800 to 900,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,800",50 to 60,500 to 600,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,200",30 to 40,300 to 400,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,600",50 to 60,600 to 700,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,050",50 to 60,500 to 600,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,600",80 to 90,800 to 900,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,800",80 to 90,800 to 900,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,500",60 to 70,700 to 800,Jun-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,3,"4,000",90 to 100,"900 to 1,000",Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,450",30 to 40,400 to 500,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,850",40 to 50,500 to 600,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",30 to 40,400 to 500,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Jun-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,700",30 to 40,400 to 500,Jun-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"3,600",120 to 130,"1,300 to 1,400",Jun-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"6,650",250 to 260,"2,700 to 2,800",Jun-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"5,800",180 to 190,"2,000 to 2,100",Jun-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"3,500",110 to 120,"1,200 to 1,300",Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,050",60 to 70,700 to 800,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,100",60 to 70,700 to 800,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"2,800",80 to 90,800 to 900,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",70 to 80,700 to 800,Jun-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Jun-24
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,1,"2,300",40 to 50,400 to 500,Jun-24
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,3,"2,500",70 to 80,700 to 800,Jun-24
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,3,"3,500",70 to 80,700 to 800,Jun-24
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,2,"3,300",100 to 110,"1,000 to 1,100",Jun-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,000",70 to 80,800 to 900,Jun-24
NON-LANDED HOUSING DEVELOPMENT,JALAN KAYU,28,Non-Landed Properties,NA,"5,000",70 to 80,800 to 900,Jun-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,650",40 to 50,500 to 600,Jun-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,3,"5,000",140 to 150,"1,600 to 1,700",Jun-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"3,000",60 to 70,700 to 800,Jun-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jun-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,4,"4,600",120 to 130,"1,300 to 1,400",Jun-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Jun-24
MIMOSA PARK,MIMOSA ROAD,28,Non-Landed Properties,4,"6,500",190 to 200,"2,100 to 2,200",May-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,600",100 to 110,"1,100 to 1,200",May-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,950",60 to 70,700 to 800,May-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,800",50 to 60,600 to 700,May-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"3,040",50 to 60,600 to 700,May-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",60 to 70,600 to 700,May-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,3,"4,100",90 to 100,"1,000 to 1,100",May-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,3,"3,500",120 to 130,"1,300 to 1,400",May-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,3,"4,700",140 to 150,"1,500 to 1,600",May-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"2,800",60 to 70,700 to 800,May-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,May-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,700",90 to 100,"1,000 to 1,100",May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,988",50 to 60,500 to 600,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"3,100",30 to 40,300 to 400,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",50 to 60,600 to 700,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,900",50 to 60,500 to 600,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,500",80 to 90,800 to 900,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,900",50 to 60,500 to 600,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,300",50 to 60,500 to 600,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,May-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,250",60 to 70,700 to 800,May-24
SELETAR HILLS ESTATE,JALAN KELULUT,28,Non-Landed Properties,NA,"4,200",90 to 100,"1,000 to 1,100",May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,700",30 to 40,400 to 500,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,3,"4,000",90 to 100,"900 to 1,000",May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,750",40 to 50,500 to 600,May-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,May-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"5,300",180 to 190,"2,000 to 2,100",May-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",May-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"3,900",110 to 120,"1,200 to 1,300",May-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,550",60 to 70,700 to 800,May-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"2,400",100 to 110,"1,100 to 1,200",May-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,May-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"4,500",90 to 100,"1,000 to 1,100",May-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"3,800",90 to 100,"1,000 to 1,100",May-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,150",80 to 90,800 to 900,May-24
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,3,"3,000",70 to 80,700 to 800,May-24
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,600",120 to 130,"1,300 to 1,400",May-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,250",60 to 70,600 to 700,May-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"2,500",50 to 60,500 to 600,May-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"2,800",50 to 60,500 to 600,May-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,850",80 to 90,"900 to 1,000",May-24
NON-LANDED HOUSING DEVELOPMENT,JALAN KAYU,28,Non-Landed Properties,NA,"3,600",70 to 80,800 to 900,May-24
NON-LANDED HOUSING DEVELOPMENT,JALAN KAYU,28,Non-Landed Properties,NA,"5,000",70 to 80,800 to 900,May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,550",50 to 60,500 to 600,May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"3,100",60 to 70,700 to 800,May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,800",50 to 60,600 to 700,May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,090",70 to 80,700 to 800,May-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"2,900",80 to 90,"900 to 1,000",May-24
MIMOSA PARK,MIMOSA ROAD,28,Non-Landed Properties,4,"4,500",170 to 180,"1,800 to 1,900",Apr-24
MIMOSA PARK,MIMOSA ROAD,28,Non-Landed Properties,4,"4,800",170 to 180,"1,800 to 1,900",Apr-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Apr-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Apr-24
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,1,"3,100",50 to 60,600 to 700,Apr-24
SELETAR HILLS ESTATE,JALAN SELASEH,28,Non-Landed Properties,NA,"3,900",90 to 100,"1,000 to 1,100",Apr-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,2,"3,300",90 to 100,"900 to 1,000",Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,000",60 to 70,600 to 700,Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,250",60 to 70,700 to 800,Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,750",80 to 90,"900 to 1,000",Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"2,900",60 to 70,600 to 700,Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,500",80 to 90,"900 to 1,000",Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"4,100",90 to 100,"1,000 to 1,100",Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,850",40 to 50,400 to 500,Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"4,200",90 to 100,"1,000 to 1,100",Apr-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,400",40 to 50,400 to 500,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,500",80 to 90,"900 to 1,000",Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"2,700",80 to 90,800 to 900,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,600",80 to 90,800 to 900,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,800",80 to 90,800 to 900,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,300",30 to 40,300 to 400,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,850",50 to 60,500 to 600,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,800",90 to 100,"1,000 to 1,100",Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,100",60 to 70,700 to 800,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Apr-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,350",60 to 70,700 to 800,Apr-24
SELETAR HILLS ESTATE,JALAN KELULUT,28,Non-Landed Properties,NA,"3,800",100 to 110,"1,100 to 1,200",Apr-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",40 to 50,500 to 600,Apr-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Apr-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,200",70 to 80,700 to 800,Apr-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Apr-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Apr-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"3,600",250 to 260,"2,700 to 2,800",Apr-24
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"4,000",180 to 190,"2,000 to 2,100",Apr-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Apr-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Apr-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Apr-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,Apr-24
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,1,"2,500",30 to 40,300 to 400,Apr-24
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Apr-24
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"5,500",200 to 210,"2,200 to 2,300",Apr-24
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,100",160 to 170,"1,800 to 1,900",Apr-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Apr-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Apr-24
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",50 to 60,500 to 600,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,700",50 to 60,500 to 600,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,650",40 to 50,500 to 600,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",50 to 60,500 to 600,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,600",50 to 60,500 to 600,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Apr-24
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,Apr-24
