Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SKYSUITES@ANSON,"1,520,000",699.66,"2,172",Sep-25,ENGGOR STREET,Resale,Strata,65,"23,385",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,36 to 40
SKYSUITES@ANSON,"1,500,000",699.66,"2,144",Aug-25,ENGGOR STREET,Resale,Strata,65,"23,077",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,21 to 25
EON SHENTON,"1,550,000",882.65,"1,756",Aug-25,SHENTON WAY,Resale,Strata,82,"18,902",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
THE ARRIS,"2,300,000",979.52,"2,348",Aug-25,YAN KIT ROAD,Resale,Strata,91,"25,275",-,Apartment,1,Freehold,02,Rest of Central Region,01 to 05
SKYSUITES@ANSON,"1,480,000",667.37,"2,218",Aug-25,ENGGOR STREET,Resale,Strata,62,"23,871",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,41 to 45
SPOTTISWOODE RESIDENCES,"1,330,000",602.78,"2,206",Aug-25,SPOTTISWOODE PARK ROAD,Resale,Strata,56,"23,750",-,Condominium,1,Freehold,02,Rest of Central Region,21 to 25
EON SHENTON,"1,210,000",527.44,"2,294",Aug-25,SHENTON WAY,Resale,Strata,49,"24,694",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
WALLICH RESIDENCE,"1,640,000",645.84,"2,539",Aug-25,WALLICH STREET,Resale,Strata,60,"27,333",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,36 to 40
76 SHENTON,"1,088,000",592.02,"1,838",Aug-25,SHENTON WAY,Resale,Strata,55,"19,782",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,06 to 10
SKYSUITES@ANSON,"980,000",398.27,"2,461",Aug-25,ENGGOR STREET,Resale,Strata,37,"26,486",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,41 to 45
EON SHENTON,"1,160,000",538.2,"2,155",Aug-25,SHENTON WAY,Resale,Strata,50,"23,200",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
SPOTTISWOODE 18,"1,530,000",656.6,"2,330",Aug-25,SPOTTISWOODE PARK ROAD,Resale,Strata,61,"25,082",-,Apartment,1,Freehold,02,Rest of Central Region,16 to 20
76 SHENTON,"1,200,000",624.31,"1,922",Jul-25,SHENTON WAY,Resale,Strata,58,"20,690",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,06 to 10
CRAIG PLACE,"1,080,000",570.49,"1,893",Jul-25,CRAIG ROAD,Resale,Strata,53,"20,377",-,Apartment,1,99 yrs lease commencing from 1997,02,Rest of Central Region,06 to 10
SKY EVERTON,"1,920,000",678.13,"2,831",Jul-25,EVERTON ROAD,Resale,Strata,63,"30,476",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
INTERNATIONAL PLAZA,"1,700,000","1,506.96","1,128",Jul-25,ANSON ROAD,Resale,Strata,140,"12,143",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,46 to 50
SKYSUITES@ANSON,"1,540,000",667.37,"2,308",Jul-25,ENGGOR STREET,Resale,Strata,62,"24,839",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
SPOTTISWOODE SUITES,"1,030,000",452.09,"2,278",Jul-25,SPOTTISWOODE PARK ROAD,Resale,Strata,42,"24,524",-,Apartment,1,Freehold,02,Rest of Central Region,21 to 25
SKYSUITES@ANSON,"1,020,000",398.27,"2,561",Jul-25,ENGGOR STREET,Resale,Strata,37,"27,568",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,51 to 55
SPOTTISWOODE PARK,"1,338,000","1,270.15","1,053",Jul-25,SPOTTISWOODE PARK ROAD,Resale,Strata,118,"11,339",-,Apartment,1,99 yrs lease commencing from 1976,02,Rest of Central Region,21 to 25
SPOTTISWOODE RESIDENCES,"1,900,000",796.54,"2,385",Jul-25,SPOTTISWOODE PARK ROAD,Resale,Strata,74,"25,676",-,Condominium,1,Freehold,02,Rest of Central Region,16 to 20
LUMIERE,"1,190,000",678.13,"1,755",Jul-25,MISTRI ROAD,Resale,Strata,63,"18,889",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,31 to 35
ICON,"1,040,000",570.49,"1,823",Jun-25,GOPENG STREET,Resale,Strata,53,"19,623",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
SKYSUITES@ANSON,"1,480,000",699.66,"2,115",Jun-25,ENGGOR STREET,Resale,Strata,65,"22,769",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
SKYSUITES@ANSON,"1,520,000",699.66,"2,172",Jun-25,ENGGOR STREET,Resale,Strata,65,"23,385",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
SPOTTISWOODE RESIDENCES,"1,850,000",796.54,"2,323",Jun-25,SPOTTISWOODE PARK ROAD,Resale,Strata,74,"25,000",-,Condominium,1,Freehold,02,Rest of Central Region,16 to 20
INTERNATIONAL PLAZA,"1,800,000","1,593.07","1,130",Jun-25,ANSON ROAD,Resale,Strata,148,"12,162",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,46 to 50
EON SHENTON,"1,155,000",538.2,"2,146",Jun-25,SHENTON WAY,Resale,Strata,50,"23,100",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,21 to 25
SPOTTISWOODE PARK,"965,000",850.36,"1,135",Jun-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"12,215",-,Apartment,1,93 yrs lease commencing from 1979,02,Rest of Central Region,11 to 15
THE ARRIS,"2,250,000",990.29,"2,272",May-25,YAN KIT ROAD,Resale,Strata,92,"24,457",-,Apartment,1,Freehold,02,Rest of Central Region,01 to 05
ICON,"1,920,000","1,108.69","1,732",May-25,GOPENG STREET,Resale,Strata,103,"18,641",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,36 to 40
SPOTTISWOODE RESIDENCES,"1,840,000",796.54,"2,310",May-25,SPOTTISWOODE PARK ROAD,Resale,Strata,74,"24,865",-,Condominium,1,Freehold,02,Rest of Central Region,06 to 10
76 SHENTON,"1,135,000",592.02,"1,917",May-25,SHENTON WAY,Resale,Strata,55,"20,636",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,06 to 10
WALLICH RESIDENCE,"6,030,000","1,657.66","3,638",May-25,WALLICH STREET,Resale,Strata,154,"39,156",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,51 to 55
SPOTTISWOODE SUITES,"1,085,000",462.85,"2,344",May-25,SPOTTISWOODE PARK ROAD,Resale,Strata,43,"25,233",-,Apartment,1,Freehold,02,Rest of Central Region,21 to 25
SPOTTISWOODE PARK,"940,000",850.36,"1,105",May-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"11,899",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,01 to 05
SKYSUITES@ANSON,"930,000",398.27,"2,335",May-25,ENGGOR STREET,Resale,Strata,37,"25,135",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
LUMIERE,"920,000",505.91,"1,819",May-25,MISTRI ROAD,Resale,Strata,47,"19,574",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,36 to 40
SKY EVERTON,"3,980,000","1,345.5","2,958",May-25,EVERTON ROAD,Resale,Strata,125,"31,840",-,Apartment,1,Freehold,02,Rest of Central Region,31 to 35
SPOTTISWOODE RESIDENCES,"2,280,000",925.7,"2,463",Apr-25,SPOTTISWOODE PARK ROAD,Resale,Strata,86,"26,512",-,Condominium,1,Freehold,02,Rest of Central Region,16 to 20
ICON,"1,068,000",581.26,"1,837",Apr-25,GOPENG STREET,Resale,Strata,54,"19,778",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
SKY EVERTON,"1,290,000",462.85,"2,787",Apr-25,EVERTON ROAD,Resale,Strata,43,"30,000",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
ICON,"1,500,000",904.18,"1,659",Apr-25,GOPENG STREET,Resale,Strata,84,"17,857",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,26 to 30
ICON,"1,158,000",699.66,"1,655",Apr-25,GOPENG STREET,Resale,Strata,65,"17,815",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,06 to 10
76 SHENTON,"1,320,000",624.31,"2,114",Apr-25,SHENTON WAY,Resale,Strata,58,"22,759",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,26 to 30
SPOTTISWOODE 18,"908,000",387.5,"2,343",Apr-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,222",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
SPOTTISWOODE 18,"903,888",387.5,"2,333",Apr-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,108",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
76 SHENTON,"2,200,000",968.76,"2,271",Apr-25,SHENTON WAY,Resale,Strata,90,"24,444",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,31 to 35
LUMIERE,"1,250,000",678.13,"1,843",Apr-25,MISTRI ROAD,Resale,Strata,63,"19,841",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,41 to 45
SKYSUITES@ANSON,"838,000",365.98,"2,290",Apr-25,ENGGOR STREET,Resale,Strata,34,"24,647",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,11 to 15
SPOTTISWOODE 18,"930,000",387.5,"2,400",Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,833",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
THE BEACON,"1,570,000",807.3,"1,945",Mar-25,CANTONMENT ROAD,Resale,Strata,75,"20,933",-,Apartment,1,99 yrs lease commencing from 2004,02,Rest of Central Region,11 to 15
SPOTTISWOODE PARK,"1,240,000","1,313.21",944,Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,122,"10,164",-,Apartment,1,85 yrs lease commencing from 1990,02,Rest of Central Region,11 to 15
SPOTTISWOODE SUITES,"1,500,000",581.26,"2,581",Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,54,"27,778",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
SKY EVERTON,"1,375,000",505.91,"2,718",Mar-25,EVERTON ROAD,Resale,Strata,47,"29,255",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
ICON,"1,168,888",559.73,"2,088",Mar-25,GOPENG STREET,Resale,Strata,52,"22,479",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
INTERNATIONAL PLAZA,"1,850,000","1,603.84","1,153",Mar-25,ANSON ROAD,Resale,Strata,149,"12,416",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,41 to 45
ICON,"1,800,000","1,119.46","1,608",Mar-25,GOPENG STREET,Resale,Strata,104,"17,308",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,41 to 45
ICON,"990,000",559.73,"1,769",Mar-25,GOPENG STREET,Resale,Strata,52,"19,038",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,06 to 10
SKYSUITES@ANSON,"900,000",398.27,"2,260",Mar-25,ENGGOR STREET,Resale,Strata,37,"24,324",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,16 to 20
SKY EVERTON,"1,880,000",656.6,"2,863",Mar-25,EVERTON ROAD,Resale,Strata,61,"30,820",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
SPOTTISWOODE PARK,"1,250,000","1,270.15",984,Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,118,"10,593",-,Apartment,1,99 yrs lease commencing from 1976,02,Rest of Central Region,11 to 15
WALLICH RESIDENCE,"4,880,000","1,679.18","2,906",Mar-25,WALLICH STREET,Resale,Strata,156,"31,282",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,46 to 50
SKYSUITES@ANSON,"930,000",398.27,"2,335",Mar-25,ENGGOR STREET,Resale,Strata,37,"25,135",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,36 to 40
SPOTTISWOODE PARK,"975,000",850.36,"1,147",Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"12,342",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,11 to 15
SPOTTISWOODE RESIDENCES,"1,230,000",602.78,"2,041",Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,56,"21,964",-,Condominium,1,Freehold,02,Rest of Central Region,06 to 10
LUMIERE,"1,301,000",678.13,"1,919",Mar-25,MISTRI ROAD,Resale,Strata,63,"20,651",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,41 to 45
LUMIERE,"1,286,000",678.13,"1,896",Mar-25,MISTRI ROAD,Resale,Strata,63,"20,413",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,36 to 40
SKYSUITES@ANSON,"2,520,000","1,011.82","2,491",Mar-25,ENGGOR STREET,Resale,Strata,94,"26,809",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,61 to 65
EON SHENTON,"1,338,000",581.26,"2,302",Mar-25,SHENTON WAY,Resale,Strata,54,"24,778",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
ICON,"1,900,000",936.47,"2,029",Feb-25,GOPENG STREET,Resale,Strata,87,"21,839",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,31 to 35
SKY EVERTON,"1,200,000",462.85,"2,593",Feb-25,EVERTON ROAD,Resale,Strata,43,"27,907",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
WALLICH RESIDENCE,"3,128,000",914.94,"3,419",Feb-25,WALLICH STREET,Resale,Strata,85,"36,800",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,56 to 60
SKYSUITES@ANSON,"1,500,000",699.66,"2,144",Feb-25,ENGGOR STREET,Resale,Strata,65,"23,077",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
INTERNATIONAL PLAZA,"1,020,000",861.12,"1,185",Feb-25,ANSON ROAD,Resale,Strata,80,"12,750",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,41 to 45
WALLICH RESIDENCE,"3,088,000",914.94,"3,375",Feb-25,WALLICH STREET,Resale,Strata,85,"36,329",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,56 to 60
SPOTTISWOODE PARK,"1,300,000","1,334.74",974,Feb-25,SPOTTISWOODE PARK ROAD,Resale,Strata,124,"10,484",-,Apartment,1,85 yrs lease commencing from 1990,02,Rest of Central Region,16 to 20
SKY EVERTON,"1,760,000",624.31,"2,819",Feb-25,EVERTON ROAD,Resale,Strata,58,"30,345",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
SPOTTISWOODE RESIDENCES,"1,280,000",592.02,"2,162",Feb-25,SPOTTISWOODE PARK ROAD,Resale,Strata,55,"23,273",-,Condominium,1,Freehold,02,Rest of Central Region,11 to 15
ONE BERNAM,"2,163,000",871.88,"2,481",Feb-25,BERNAM STREET,New Sale,Strata,81,"26,704",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ICON,"1,830,000",914.94,"2,000",Feb-25,GOPENG STREET,Resale,Strata,85,"21,529",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
ONE BERNAM,"12,000,000","4,305.6","2,787",Feb-25,BERNAM STREET,New Sale,Strata,400,"30,000",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
ONE BERNAM,"4,500,000","1,743.77","2,581",Feb-25,BERNAM STREET,New Sale,Strata,162,"27,778",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
ONE BERNAM,"5,300,000","1,948.28","2,720",Feb-25,BERNAM STREET,New Sale,Strata,181,"29,282",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
INTERNATIONAL PLAZA,"1,480,000","1,033.34","1,432",Feb-25,ANSON ROAD,Resale,Strata,96,"15,417",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,46 to 50
SPOTTISWOODE RESIDENCES,"1,315,000",602.78,"2,182",Feb-25,SPOTTISWOODE PARK ROAD,Resale,Strata,56,"23,482",-,Condominium,1,Freehold,02,Rest of Central Region,26 to 30
SPOTTISWOODE 18,"1,480,000",710.42,"2,083",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,66,"22,424",-,Apartment,1,Freehold,02,Rest of Central Region,31 to 35
ONE BERNAM,"1,765,000",699.66,"2,523",Jan-25,BERNAM STREET,New Sale,Strata,65,"27,154",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,983,000",828.83,"2,393",Jan-25,BERNAM STREET,New Sale,Strata,77,"25,753",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,220,000",452.09,"2,699",Jan-25,BERNAM STREET,Sub Sale,Strata,42,"29,048",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,06 to 10
ONE BERNAM,"1,215,000",441.32,"2,753",Jan-25,BERNAM STREET,Sub Sale,Strata,41,"29,634",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,06 to 10
76 SHENTON,"1,350,000",624.31,"2,162",Jan-25,SHENTON WAY,Resale,Strata,58,"23,276",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,26 to 30
SPOTTISWOODE PARK,"948,000",850.36,"1,115",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"12,000",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,06 to 10
SPOTTISWOODE 18,"900,888",387.5,"2,325",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,025",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
LUMIERE,"1,150,000",678.13,"1,696",Jan-25,MISTRI ROAD,Resale,Strata,63,"18,254",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,26 to 30
SKY EVERTON,"2,750,000",914.94,"3,006",Jan-25,EVERTON ROAD,Resale,Strata,85,"32,353",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
ONE BERNAM,"1,800,000",699.66,"2,573",Jan-25,BERNAM STREET,New Sale,Strata,65,"27,692",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"1,338,000",452.09,"2,960",Jan-25,BERNAM STREET,New Sale,Strata,42,"31,857",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
SPOTTISWOODE RESIDENCES,"2,290,000",925.7,"2,474",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,86,"26,628",-,Condominium,1,Freehold,02,Rest of Central Region,21 to 25
ONE BERNAM,"3,293,000","1,420.85","2,318",Jan-25,BERNAM STREET,New Sale,Strata,132,"24,947",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,16 to 20
ONE BERNAM,"1,861,000",807.3,"2,305",Jan-25,BERNAM STREET,New Sale,Strata,75,"24,813",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"2,103,000",871.88,"2,412",Jan-25,BERNAM STREET,New Sale,Strata,81,"25,963",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
SPOTTISWOODE PARK,"988,000",850.36,"1,162",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"12,506",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,16 to 20
ONE BERNAM,"3,511,000","1,420.85","2,471",Jan-25,BERNAM STREET,New Sale,Strata,132,"26,598",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
SKYSUITES@ANSON,"838,000",365.98,"2,290",Jan-25,ENGGOR STREET,Resale,Strata,34,"24,647",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,11 to 15
ONE BERNAM,"2,124,000",828.83,"2,563",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,584",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,792,000",731.95,"2,448",Jan-25,BERNAM STREET,New Sale,Strata,68,"26,353",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
ONE BERNAM,"2,089,000",828.83,"2,520",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,130",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"2,158,000",871.88,"2,475",Jan-25,BERNAM STREET,New Sale,Strata,81,"26,642",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"2,094,000",828.83,"2,526",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,195",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"2,094,000",828.83,"2,526",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,195",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"3,433,000","1,420.85","2,416",Jan-25,BERNAM STREET,New Sale,Strata,132,"26,008",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"1,752,000",731.95,"2,394",Jan-25,BERNAM STREET,New Sale,Strata,68,"25,765",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"2,099,000",828.83,"2,532",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,260",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"3,491,000","1,420.85","2,457",Jan-25,BERNAM STREET,New Sale,Strata,132,"26,447",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"1,745,000",699.66,"2,494",Jan-25,BERNAM STREET,New Sale,Strata,65,"26,846",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,104,000",828.83,"2,539",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,325",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"3,496,000","1,420.85","2,461",Jan-25,BERNAM STREET,New Sale,Strata,132,"26,485",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,762,000",731.95,"2,407",Jan-25,BERNAM STREET,New Sale,Strata,68,"25,912",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,837,000",731.95,"2,510",Jan-25,BERNAM STREET,New Sale,Strata,68,"27,015",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,750,000",699.66,"2,501",Jan-25,BERNAM STREET,New Sale,Strata,65,"26,923",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,173,000",871.88,"2,492",Jan-25,BERNAM STREET,New Sale,Strata,81,"26,827",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,001,000",807.3,"2,479",Jan-25,BERNAM STREET,New Sale,Strata,75,"26,680",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,109,000",828.83,"2,545",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,390",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"3,501,000","1,420.85","2,464",Jan-25,BERNAM STREET,New Sale,Strata,132,"26,523",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,842,000",731.95,"2,517",Jan-25,BERNAM STREET,New Sale,Strata,68,"27,088",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,178,000",871.88,"2,498",Jan-25,BERNAM STREET,New Sale,Strata,81,"26,889",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,006,000",807.3,"2,485",Jan-25,BERNAM STREET,New Sale,Strata,75,"26,747",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,114,000",828.83,"2,551",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,455",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"3,506,000","1,420.85","2,468",Jan-25,BERNAM STREET,New Sale,Strata,132,"26,561",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,772,000",731.95,"2,421",Jan-25,BERNAM STREET,New Sale,Strata,68,"26,059",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,847,000",731.95,"2,523",Jan-25,BERNAM STREET,New Sale,Strata,68,"27,162",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,760,000",699.66,"2,516",Jan-25,BERNAM STREET,New Sale,Strata,65,"27,077",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,183,000",871.88,"2,504",Jan-25,BERNAM STREET,New Sale,Strata,81,"26,951",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,119,000",828.83,"2,557",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,519",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,119,000",828.83,"2,557",Jan-25,BERNAM STREET,New Sale,Strata,77,"27,519",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,313,000",462.85,"2,837",Jan-25,BERNAM STREET,New Sale,Strata,43,"30,535",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,852,000",731.95,"2,530",Jan-25,BERNAM STREET,New Sale,Strata,68,"27,235",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,188,000",871.88,"2,510",Jan-25,BERNAM STREET,New Sale,Strata,81,"27,012",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"2,011,000",807.3,"2,491",Jan-25,BERNAM STREET,New Sale,Strata,75,"26,813",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
ONE BERNAM,"1,782,000",731.95,"2,435",Jan-25,BERNAM STREET,New Sale,Strata,68,"26,206",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
ONE BERNAM,"1,829,000",699.66,"2,614",Jan-25,BERNAM STREET,New Sale,Strata,65,"28,138",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
ONE BERNAM,"1,857,000",731.95,"2,537",Jan-25,BERNAM STREET,New Sale,Strata,68,"27,309",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
ONE BERNAM,"1,770,000",699.66,"2,530",Jan-25,BERNAM STREET,New Sale,Strata,65,"27,231",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,31 to 35
